framework_slug,framework_role,control_code,control_short_title,uc_ids,nhi_ids,maturity_level,evidence_url,evidence_quote,citation_keys,quote_type
apra-cps-234,BACK-MAP,CPS234-§35,72-hour APRA notification of material incident,UC-F-007;UC-N-001;UC-N-011;UC-N-019,NHI-001;NHI-007;NHI-008;NHI-019;NHI-026;NHI-035;NHI-037,Paragraph-35,https://www.apra.gov.au/sites/default/files/cps_234_july_2019_for_public_release.pdf,"Notify APRA ... no later than 72 hours, after becoming aware of an information security incident that ... materially affected ... the entity.",apra-cps-234-2019,verbatim-elided
apra-cps-234,BACK-MAP,CPS234-§36,10-business-day notification of material control weakness,UC-N-009;UC-N-011;UC-N-020,NHI-012;NHI-022;NHI-029;NHI-037,Paragraph-36,https://www.apra.gov.au/sites/default/files/cps_234_july_2019_for_public_release.pdf,"Notify APRA ... no later than 10 business days, after it becomes aware of a material information security control weakness.",apra-cps-234-2019,verbatim-elided
apra-cps-230,BACK-MAP,CPS230-§15,Service-provider prudential dependency gate,UC-N-006;UC-N-007;UC-N-014,NHI-007;NHI-026;NHI-035,Paragraph-15,https://www.apra.gov.au/sites/default/files/2023-07/Prudential%20Standard%20CPS%20230%20Operational%20Risk%20Management.pdf,"Must not rely on a service provider unless it can ensure that ... it can continue to meet its prudential obligations in full.",apra-cps-230-2025,verbatim-elided
apra-cps-230,BACK-MAP,CPS230-§25,Sound IT capability + CPS 234 cross-reference,UC-N-005;UC-N-013;UC-N-014;UC-F-026,NHI-022;NHI-034;NHI-035,Paragraph-25,https://www.apra.gov.au/sites/default/files/2023-07/Prudential%20Standard%20CPS%20230%20Operational%20Risk%20Management.pdf,"Monitor the age and health of its information assets and meet the requirements for information security in Prudential Standard CPS 234.",apra-cps-230-2025,verbatim
apra-cps-230,BACK-MAP,CPS230-§42,24-hour BCP-breach notification (vault/PKI outage),UC-F-026;UC-N-007;UC-N-011,NHI-023;NHI-024;NHI-025;NHI-035,Paragraph-42,https://www.apra.gov.au/sites/default/files/2023-07/Prudential%20Standard%20CPS%20230%20Operational%20Risk%20Management.pdf,"Notify APRA ... not later than 24 hours after, if it has suffered a disruption to a critical operation outside tolerance.",apra-cps-230-2025,verbatim-elided
apra-cps-230,BACK-MAP,CPS230-§47,Comprehensive service-provider management policy,UC-N-006;UC-N-007;UC-N-014;UC-F-025,NHI-007;NHI-026;NHI-030;NHI-035,Paragraph-47,https://www.apra.gov.au/sites/default/files/2023-07/Prudential%20Standard%20CPS%20230%20Operational%20Risk%20Management.pdf,"Must maintain a comprehensive service provider management policy.",apra-cps-230-2025,verbatim
apra-cps-230,BACK-MAP,CPS230-§54,Formal legally-binding agreement for material arrangements,UC-N-006;UC-N-007;UC-N-014,NHI-007;NHI-026;NHI-030;NHI-035,Paragraph-54,https://www.apra.gov.au/sites/default/files/2023-07/Prudential%20Standard%20CPS%20230%20Operational%20Risk%20Management.pdf,"For all material arrangements ... must maintain a formal legally binding agreement.",apra-cps-230-2025,verbatim-elided
apra-cps-230,BACK-MAP,CPS230-§59(b),Material-offshoring pre-notification to APRA,UC-N-006;UC-N-007;UC-N-014,NHI-007;NHI-030;NHI-035,Paragraph-59b,https://www.apra.gov.au/sites/default/files/2023-07/Prudential%20Standard%20CPS%20230%20Operational%20Risk%20Management.pdf,"Prior to entering into any material offshoring arrangement ... where data or personnel ... will be located offshore.",apra-cps-230-2025,verbatim-elided
apra-cpg-234,BACK-MAP,CPG234-Att-C,Identity and access management practice guidance,UC-F-006;UC-F-013;UC-F-020;UC-N-002,NHI-006;NHI-012;NHI-022;NHI-029,Paragraph-Att-C,https://www.apra.gov.au/prudential-practice-guide-cpg-234-information-security,"Robust identification and authentication ... access control over information assets.",apra-cpg-234-2019,verbatim-elided
apra-cpg-234,BACK-MAP,CPG234-Att-E,Cryptographic techniques practice guidance,UC-F-016;UC-F-020;UC-N-010;UC-N-013,NHI-023;NHI-024;NHI-025;NHI-034,Paragraph-Att-E,https://www.apra.gov.au/prudential-practice-guide-cpg-234-information-security,"Cryptographic techniques and key management covering generation, storage, distribution, change and destruction.",apra-cpg-234-2019,verbatim
apra-cpg-234,BACK-MAP,CPG234-Att-D,Software security practice guidance,UC-F-001;UC-F-002;UC-F-010;UC-N-008;UC-N-015,NHI-001;NHI-003;NHI-008;NHI-009,Paragraph-Att-D,https://www.apra.gov.au/prudential-practice-guide-cpg-234-information-security,"Software security practices across the software development life cycle, including secure design, development and testing.",apra-cpg-234-2019,verbatim
asd-ism,BACK-MAP,ISM-0471,Using ASD Approved Cryptographic Algorithms,UC-F-016;UC-F-017;UC-N-013;UC-N-018,NHI-018;NHI-023;NHI-024;NHI-034,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Only AACAs or high assurance cryptographic algorithms are used by cryptographic equipment and software",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-0507,Cryptographic key management processes and procedures,UC-F-005;UC-F-016;UC-F-017;UC-F-026;UC-N-007;UC-N-010;UC-N-013,NHI-023;NHI-024;NHI-025;NHI-034;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Cryptographic key management processes, and supporting cryptographic key management procedures, are developed, implemented and maintained",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-1324,Issuing certificates — generated via evaluated CA or HSM,UC-F-016;UC-F-020;UC-F-026;UC-N-012;UC-N-013,NHI-015;NHI-023;NHI-024;NHI-025;NHI-034,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Certificates are generated using an evaluated certificate authority or hardware security module",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-0481,Using ASD Approved Cryptographic Protocols,UC-F-004;UC-F-005;UC-F-008;UC-F-026,NHI-006;NHI-023;NHI-024;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Only AACPs or high assurance cryptographic protocols are used by cryptographic equipment and software",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-0457,Encrypting data at rest,UC-F-005;UC-F-016;UC-F-017;UC-F-024;UC-F-026;UC-N-007;UC-N-010;UC-N-013,NHI-023;NHI-024;NHI-025;NHI-028;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Cryptographic equipment or software that has completed a Common Criteria evaluation against a Protection Profile is used when encrypting media that contains OFFICIAL:…",asd-ism-2024;asd-ism-cryptography-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-0469,Encrypting data in transit,UC-F-004;UC-F-008;UC-F-012;UC-F-014;UC-F-022;UC-F-024,NHI-006;NHI-011;NHI-013;NHI-028;NHI-031,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"An ASD-Approved Cryptographic Protocol (AACP) or high assurance cryptographic protocol is used to protect data when communicated over network infrastructure",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-1139,Configuring Transport Layer Security,UC-F-004;UC-F-008;UC-F-014;UC-F-024;UC-N-013,NHI-006;NHI-013;NHI-028;NHI-034,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Only the latest version of TLS is used for TLS connections",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-1323,Issuing unique certificates for authentication,UC-F-004;UC-F-014;UC-F-019;UC-F-024;UC-N-013,NHI-006;NHI-013;NHI-021;NHI-025;NHI-028;NHI-034,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Certificates are required for devices and users accessing wireless networks",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-1917,Transitioning to post-quantum cryptography,UC-F-016;UC-N-013,NHI-023;NHI-024;NHI-025;NHI-028;NHI-034,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"The development and procurement of new cryptographic equipment and software ensures support for the use of ML-DSA-87, ML-KEM-1024, SHA-384, SHA-512 and AES-256 by no later…",asd-pqc-guidance-2024;asd-ism-cryptography-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1173,Multi-factor authentication — privileged users,UC-F-001;UC-F-005;UC-F-015;UC-F-021;UC-N-010,NHI-005;NHI-012;NHI-014;NHI-024;NHI-026;NHI-029,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Multi-factor authentication is used to authenticate all privileged users and any other positions of trust",asd-ism-2024;asd-ism-ia-2025,verbatim
asd-ism,BACK-MAP,ISM-1619,Setting/resetting credentials for service accounts (gMSA),UC-F-001;UC-F-003;UC-F-004;UC-F-005;UC-F-006;UC-F-008;UC-F-009;UC-F-010;UC-F-012;UC-F-013;UC-F-015;UC-F-018;UC-F-020;UC-F-024;UC-F-025;UC-N-002;UC-N-019;UC-F-028;UC-F-029,NHI-001;NHI-002;NHI-003;NHI-005;NHI-006;NHI-007;NHI-009;NHI-012;NHI-019;NHI-022;NHI-028;NHI-029;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Service accounts are created as group Managed Service Accounts",acsc-e8-ism-mapping-2023;asd-ism-ia-2025,verbatim
asd-ism,BACK-MAP,ISM-1504,Multi-factor authentication — online services,UC-F-001;UC-F-003;UC-F-015;UC-N-008,NHI-003;NHI-008;NHI-029,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Multi-factor authentication is used to authenticate users to their organisation's online services that process, store or communicate their organisation's sensitive data",asd-ism-2024;asd-ism-ia-2025,verbatim
asd-ism,BACK-MAP,ISM-1401,Multi-factor authentication — approved factor types,UC-F-007;UC-F-015;UC-N-010,NHI-014;NHI-024;NHI-025;NHI-029,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Multi-factor authentication uses at least two of the following authentication factors: passwords, Universal 2nd Factor security keys, physical one-time password tokens,…",asd-ism-2024;asd-ism-ia-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1795,Credential length (>=30 chars) for service / break-glass / admin accounts,UC-F-006;UC-F-013;UC-F-020;UC-F-023;UC-N-003,NHI-005;NHI-007;NHI-012;NHI-022;NHI-029;NHI-032;NHI-033,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Credentials for built-in Administrator accounts, break glass accounts, local administrator accounts and service accounts are a minimum of 30 characters",acsc-e8-ism-mapping-2023;asd-ism-ia-2025,verbatim
asd-ism,BACK-MAP,ISM-1611,Emergency (break-glass) access — restricted use,UC-F-007;UC-F-026;UC-N-010;UC-N-011,NHI-024;NHI-025;NHI-026;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Break glass accounts are only used when normal authentication processes cannot be used",asd-ism-2024;asd-ism-ia-2025,verbatim
asd-ism,BACK-MAP,ISM-1613,Emergency (break-glass) access — centralised logging,UC-F-007;UC-F-027;UC-N-002;UC-N-011;UC-N-019,NHI-001;NHI-012;NHI-022;NHI-024;NHI-025;NHI-035;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Use of break glass accounts is centrally logged",acsc-e8-ism-mapping-2023;asd-ism-ia-2025,verbatim
asd-ism,BACK-MAP,ISM-1690,When to patch vulnerabilities,UC-F-002;UC-N-001,NHI-008;NHI-010;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Patches, updates or other vendor mitigations for vulnerabilities in online services are applied within two weeks of release when vulnerabilities are assessed as non-critical…",asd-ism-2024;asd-ism-system-hardening-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1656,Application control,UC-F-008;UC-F-009;UC-F-016,NHI-002;NHI-004;NHI-015;NHI-016,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Application control is implemented on non-internet-facing servers.",asd-ism-2024;asd-ism-system-hardening-2025,verbatim
asd-ism,BACK-MAP,ISM-1247,Hardening server application configurations,UC-F-008;UC-F-019;UC-F-023,NHI-002;NHI-021;NHI-032;NHI-033,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Unneeded user accounts, components, services and functionality of server applications are disabled or removed",asd-ism-2024;asd-ism-system-hardening-2025,verbatim
asd-ism,BACK-MAP,ISM-0401,Secure software development — practices,UC-F-001;UC-F-002;UC-N-008;UC-N-015,NHI-003;NHI-008,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-software-development,"Secure by Design and Secure by Default principles and practices, including secure programming practices and either memory-safe programming languages or less preferably…",asd-ism-2024;asd-ism-software-dev-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1796,Secure software development — code signing,UC-F-001;UC-F-002;UC-F-010;UC-N-001;UC-N-008;UC-N-015,NHI-001;NHI-003;NHI-005;NHI-007;NHI-008;NHI-009;NHI-010;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-software-development,"Files containing executable content are digitally signed by a certificate with a verifiable chain of trust as part of software development",asd-ism-2024;asd-ism-software-dev-2025,verbatim
asd-ism,BACK-MAP,ISM-1730,Software bill of materials,UC-F-016;UC-N-012,NHI-015;NHI-016;NHI-020;NHI-024;NHI-034,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-software-development,"A software bill of materials is produced and made available to consumers of software",asd-ism-2024;asd-ism-software-dev-2025,verbatim
asd-ism,BACK-MAP,ISM-1256,Protecting databases,UC-F-005;UC-F-006,NHI-005;NHI-023,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-database-systems,"File-based access controls are applied to database files.",asd-ism-2024;asd-ism-database-2025,verbatim
asd-ism,BACK-MAP,ISM-1275,Software interaction with databases,UC-F-005;UC-F-006;UC-N-003,NHI-005;NHI-023,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-database-systems,"All queries to databases from software are filtered for legitimate content and correct syntax",asd-ism-2024;asd-ism-database-2025,verbatim
asd-ism,BACK-MAP,ISM-1181,Network segmentation and segregation,UC-F-008;UC-F-012;UC-F-014;UC-F-022;UC-F-023,NHI-002;NHI-011;NHI-013;NHI-031;NHI-032,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-networking,"Networks are segregated into multiple network zones according to the criticality of servers, services and data",asd-ism-2024;asd-ism-network-2025,verbatim
asd-ism,BACK-MAP,ISM-1211,System administration processes and procedures,UC-F-023;UC-N-016,NHI-032;NHI-033,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-networking,"System administrators perform system administration activities in accordance with the system's change and configuration management plan",asd-ism-2024;asd-ism-network-2025,verbatim
asd-ism,BACK-MAP,ISM-1437,Cloud-based hosting of online services,UC-F-003;UC-F-007;UC-F-026;UC-N-010,NHI-001;NHI-024;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cloud-computing,"Cloud service providers are used for hosting online services",asd-ism-2024;asd-ism-cloud-2025,verbatim
asd-ism,BACK-MAP,ISM-1192,Implementing gateways,UC-F-014;UC-F-022;UC-F-024,NHI-006;NHI-013;NHI-028;NHI-031,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-gateways,"Gateways inspect and filter data flows at the transport and above network layers",asd-ism-2024;asd-ism-gateways-2025,verbatim
asd-ism,BACK-MAP,ISM-0421,Single-factor authentication (where MFA not feasible),UC-F-022;UC-N-006,NHI-007;NHI-013;NHI-031,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-communications-infrastructure,"Passphrases used for single-factor authentication on non-classified, OFFICIAL: Sensitive and PROTECTED systems are at least 4 random words with a total minimum length of 15…",asd-ism-2024;asd-ism-comms-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1304,Default user accounts and credentials for network/OT devices,UC-F-019;UC-N-016,NHI-021;NHI-033,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-communications-infrastructure,"Default user accounts or credentials for network devices, including for any pre-configured user accounts, are changed, disabled or removed",asd-ism-2024;asd-ism-comms-2025,verbatim
asd-ism,BACK-MAP,ISM-1405,Centralised event logging facility,UC-F-011;UC-F-018;UC-N-001;UC-N-011;UC-N-017;UC-N-019;UC-F-029,NHI-010;NHI-011;NHI-019;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-incidents,"A centralised event logging facility is implemented",asd-ism-2024;asd-ism-incidents-2025,verbatim
asd-ism,BACK-MAP,ISM-0043,Cybersecurity incident response plan,UC-F-007;UC-N-004;UC-N-011,NHI-001;NHI-035;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-incidents,"Systems have a cybersecurity incident response plan that covers the following:",asd-ism-2024;asd-ism-incidents-2025,verbatim
asd-ism,BACK-MAP,ISM-0140,Reporting cybersecurity incidents to ASD,UC-N-004;UC-N-011,NHI-019;NHI-026;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-incidents,"Cybersecurity incidents are reported to ASD as soon as possible after they occur or are discovered",asd-ism-2024;asd-ism-incidents-2025,verbatim
asd-ism,BACK-MAP,ISM-1404,Unprivileged inactive-account disablement at 45 days,UC-F-027,NHI-037;NHI-001;NHI-012;NHI-029,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-incidents,"Unprivileged access to systems and applications is disabled after 45 days of inactivity",asd-ism-2024;asd-ism-incidents-2025,verbatim
asd-ism,BACK-MAP,ISM-0252,Providing cybersecurity awareness training,UC-N-008;UC-N-015,NHI-003;NHI-008;NHI-019,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-personnel-security,"Cybersecurity awareness training is undertaken annually by all personnel and covers:",asd-ism-2024;asd-ism-personnel-2025,verbatim
asd-ism,BACK-MAP,ISM-0027,Authorisation to operate / risk acceptance,UC-N-009,NHI-012;NHI-014;NHI-022;NHI-029;NHI-033;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-governance,"System owners obtain authorisation to operate each non-classified, OFFICIAL: Sensitive, PROTECTED and SECRET system from its authorising officer based on the acceptance of…",asd-ism-2024;asd-ism-governance-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1570,Assessment of outsourced cloud service providers (IRAP),UC-N-006;UC-N-007,NHI-007;NHI-018;NHI-023;NHI-024;NHI-030;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-governance,"Outsourced cloud service providers and their non-classified, OFFICIAL: Sensitive, PROTECTED and SECRET cloud services undergo an IRAP assessment, using the latest release of…",asd-ism-2024;asd-ism-governance-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-0039,Cybersecurity strategy,UC-N-004;UC-N-005;UC-N-009;UC-N-015,MISSING-NHI,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-governance,"A cybersecurity strategy is developed, implemented and maintained",asd-ism-2024;asd-ism-governance-2025,verbatim
asd-ism,BACK-MAP,ISM-0363,Media destruction processes and procedures (secure decommissioning),UC-F-027;UC-N-002,NHI-021;NHI-024;NHI-026;NHI-037,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cryptography,"Media destruction processes, and supporting media destruction procedures, are developed, implemented and maintained",asd-ism-2024;asd-ism-cryptography-2025,verbatim
asd-ism,BACK-MAP,ISM-1452,Cyber supply chain risk management activities,UC-N-006;UC-N-007;UC-N-014,NHI-007;NHI-030;NHI-035,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-cyber-security-governance,"A supply chain risk assessment is performed for suppliers of applications, IT equipment, OT equipment and services in order to assess the impact to a system's security risk…",asd-ism-2024;asd-ism-governance-2025,verbatim-elided
asd-ism,BACK-MAP,ISM-1707,Backup modification and deletion (immutability),UC-F-021;UC-N-016,NHI-024;NHI-026,N/A,https://www.cyber.gov.au/resources-business-and-government/essential-cybersecurity/ism/cyber-security-guidelines/guidelines-system-hardening,"Privileged user accounts (excluding backup administrator accounts) are prevented from modifying and deleting backups",acsc-e8-ism-mapping-2023;asd-ism-2024,verbatim
mitre-attack,ADVERSARY-LENS,T1552.001,Credentials in Files,UC-F-001;UC-F-002;UC-F-005;UC-F-006;UC-F-010;UC-N-001;UC-N-002,NHI-001;NHI-003;NHI-005;NHI-007;NHI-008;NHI-009;NHI-012;NHI-029;NHI-037,MATURITY-3,https://attack.mitre.org/techniques/T1552/001/,"Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials.",mitre-attack-t1552-2024;mitre-attack-t1552-001,verbatim
mitre-attack,ADVERSARY-LENS,T1552.002,Credentials in Registry,UC-F-006;UC-F-013;UC-F-015;UC-F-027;UC-N-002,NHI-012;NHI-022;NHI-029;NHI-033;NHI-037,MATURITY-3,https://attack.mitre.org/techniques/T1552/002/,"Adversaries may search the Registry on compromised systems for insecurely stored credentials.",mitre-attack-t1552-2024;mitre-attack-t1552-002,verbatim
mitre-attack,ADVERSARY-LENS,T1552.003,Shell History,UC-F-001;UC-F-005;UC-F-006;UC-N-008;UC-N-017,NHI-005;NHI-008;NHI-009;NHI-029,MATURITY-2,https://attack.mitre.org/techniques/T1552/003/,"Adversaries may search the bash command history on compromised systems for insecurely stored credentials.",mitre-attack-t1552-2024;mitre-attack-t1552-003,verbatim
mitre-attack,ADVERSARY-LENS,T1552.004,Private Keys,UC-F-004;UC-F-006;UC-F-016;UC-F-017;UC-F-026;UC-N-010;UC-N-013,NHI-006;NHI-008;NHI-015;NHI-016;NHI-024;NHI-025;NHI-034,MATURITY-4,https://attack.mitre.org/techniques/T1552/004/,"Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials.",mitre-attack-t1552-2024;mitre-attack-t1552-004,verbatim
mitre-attack,ADVERSARY-LENS,T1552.005,Cloud Instance Metadata API,UC-F-003;UC-F-004;UC-F-008;UC-F-009;UC-F-017;UC-N-002,NHI-001;NHI-002;NHI-003;NHI-004;NHI-006,MATURITY-3,https://attack.mitre.org/techniques/T1552/005/,"Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.",mitre-attack-t1552-2024;mitre-attack-t1552-005,verbatim
mitre-attack,ADVERSARY-LENS,T1552.006,Group Policy Preferences,UC-F-006;UC-F-013;UC-F-027;UC-N-002,NHI-012;NHI-029;NHI-037,MATURITY-2,https://attack.mitre.org/techniques/T1552/006/,"Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP).",mitre-attack-t1552-2024;mitre-attack-t1552-006,verbatim
mitre-attack,ADVERSARY-LENS,T1552.007,Container API,UC-F-004;UC-F-008;UC-F-009;UC-F-017;UC-N-002,NHI-002;NHI-003;NHI-004;NHI-017;NHI-036,MATURITY-3,https://attack.mitre.org/techniques/T1552/007/,"Adversaries may gather credentials via APIs within a containers environment.",mitre-attack-t1552-2024;mitre-attack-t1552-007,verbatim
mitre-attack,ADVERSARY-LENS,T1552.008,Chat Messages,UC-F-001;UC-F-007;UC-F-025;UC-N-008;UC-N-017,NHI-007;NHI-008;NHI-029;NHI-030,MATURITY-2,https://attack.mitre.org/techniques/T1552/008/,"Adversaries may directly collect unsecured credentials stored or passed through user communication services.",mitre-attack-t1552-2024;mitre-attack-t1552-008,verbatim
mitre-attack,ADVERSARY-LENS,T1528,Steal Application Access Token,UC-F-007;UC-F-018;UC-F-022;UC-F-024;UC-F-025;UC-N-006;UC-F-028;UC-F-029,NHI-007;NHI-019;NHI-027;NHI-028;NHI-030,MATURITY-3,https://attack.mitre.org/techniques/T1528/,"Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.",mitre-attack-t1528,verbatim
mitre-attack,ADVERSARY-LENS,T1078.004,Cloud Accounts,UC-F-003;UC-F-005;UC-F-006;UC-F-007;UC-N-002;UC-N-011,NHI-001;NHI-005;NHI-007;NHI-029;NHI-037,MATURITY-3,https://attack.mitre.org/techniques/T1078/004/,"Valid accounts in cloud environments may allow adversaries to perform actions to achieve initial access maintain access and escalate privileges.",mitre-attack-t1078-004,verbatim
mitre-attack,ADVERSARY-LENS,T1606.002,SAML Tokens,UC-F-004;UC-F-006;UC-F-007;UC-F-014;UC-F-024;UC-F-026,NHI-006;NHI-007;NHI-013;NHI-024;NHI-027,MATURITY-4,https://attack.mitre.org/techniques/T1606/002/,"Adversaries may forge SAML tokens with any permissions claims and lifetimes if they possess a valid SAML token-signing certificate.",mitre-attack-t1606-002,verbatim
mitre-attack,ADVERSARY-LENS,T1098.001,Additional Cloud Credentials,UC-F-006;UC-F-007;UC-F-027;UC-N-002;UC-N-009;UC-N-011,NHI-001;NHI-007;NHI-008;NHI-012;NHI-027;NHI-028,MATURITY-3,https://attack.mitre.org/techniques/T1098/001/,"Adversaries may add adversary-controlled credentials to a cloud account to maintain persistent access.",mitre-attack-t1098-001,verbatim
mitre-attack,ADVERSARY-LENS,T1199,Trusted Relationship,UC-F-016;UC-F-022;UC-F-024;UC-F-025;UC-N-006;UC-N-012;UC-N-014,NHI-007;NHI-008;NHI-015;NHI-016;NHI-019;NHI-028;NHI-030,MATURITY-3,https://attack.mitre.org/techniques/T1199/,"Adversaries may breach or otherwise leverage organizations who have access to intended victims.",mitre-attack-t1199,verbatim
mitre-attack,ADVERSARY-LENS,T1539,Steal Web Session Cookie,UC-F-007;UC-F-025;UC-N-008;UC-N-017,NHI-007;NHI-008;NHI-027;NHI-030,MATURITY-2,https://attack.mitre.org/techniques/T1539/,"An adversary may steal web application or service session cookies and use them to gain access to web applications.",mitre-attack-t1539,verbatim
mitre-attack,ADVERSARY-LENS,T1556.006,MFA-related bypass,UC-F-007;UC-F-013;UC-F-025;UC-N-002;UC-N-009,NHI-007;NHI-029;NHI-030,MATURITY-3,https://attack.mitre.org/techniques/T1556/006/,"Adversaries may disable or modify multi-factor authentication mechanisms.",mitre-attack-t1556-006,verbatim
